poem,data,stereotype,original_lang
108,Become round like a ball.,0,English
109,Everybody stops and stares at me,0,English
109,These two teeth are gone as you can see,0,English
109,I don’t know just who to blame for this catastrophe,0,English
109,But my one wish on Christmas Eve is as plain as can be,0,English
109,All I want for Christmas is my two front teeth,0,English
109,My two front teeth,0,English
109,See my two front teeth,0,English
109,"Gee, if I could only have my two front teeth",0,English
109,"Then I could wish you, “Merry Christmas”",0,English
109,It seems so long since I could say,0,English
109,"“Sister, Susie sitting on a thistle!”",0,English
109,"Gosh, oh gee, how happy I’d be, if I could only whistle",0,English
109,All I want for Christmas is my two front teeth,0,English
109,My two front teeth,0,English
109,See my two front teeth,0,English
109,"Gee, if I could only have my two front teeth",0,English
109,"Then I could wish you, “Merry Christmas”",0,English
109,It seems so long since I could say,0,English
109,"“Sister, Susie sitting on a thistle!”",0,English
109,"Gosh, oh gee, how happy I’d be, if I could only whistle",0,English
109,All I want for Christmas is my two front teeth,0,English
109,My two front teeth,0,English
109,See my two front teeth,0,English
109,"Gee, if I could only have my two front teeth",0,English
109,"Then I could wish you, “Merry Christmas”",0,English
110,"Baa, baa, black sheep,",0,English
110,Have you any wool?,0,English
110,"Yes sir, yes sir,",0,English
110,Three bags full.,0,English
110,"One for the master,",0,English
110,"One for the dame,",0,English
110,And one for the little boy,0,English
110,Who lives down the lane,0,English
111,"I’m bringing home a baby bumblebee,",0,English
111,"Won’t my mommy be so proud of me,",0,English
111,"I’m bringing home a baby bumblebee,",0,English
111,Ouch! He stung me!,0,English
111,"I’m squishing up a baby bumblebee,",0,English
111,"Won’t my mommy be so proud of me,",0,English
111,"I’m squishing up a baby bumblebee,",0,English
111,Eww! He’s gooey!,0,English
111,I’m lickin’ up a baby bumble bee,0,English
111,Won’t my Mommy be so proud of me,0,English
111,I’m lickin’ up my baby bumble bee,0,English
111,Mmm! He’s yummy!,0,English
111,"I’ve got myself a baby bumblebee,",0,English
111,Won’t my mummy be so proud of me?,0,English
111,"I’ve got myself a baby bumblebee,",0,English
111,Ouch! He stung me!,0,English
111,"I’m squashing up my baby bumblebee,",0,English
111,Won’t my mummy be so proud of me?,0,English
111,"I’m squashing up my baby bumblebee,",0,English
111,"Oh no, it’s all over my hands!",0,English
111,I’m lickin’ up my baby bumble bee,0,English
111,Won’t my mummy be so proud of me?,0,English
111,I’m lickin’ up my baby bumble bee,0,English
111,"Oh no, I feel sick…",0,English
111,"I’m throwing up my baby bumble bee,",0,English
111,Won’t my mummy be so proud of me?,0,English
111,"I’m throwing up my baby bumble bee,",0,English
111,"Oh no, it’s all over the floor!*",0,English
111,"I’m mopping up my baby bumble bee,",0,English
111,Won’t my mummy be so proud of me?,0,English
111,"I’m mopping up my baby bumble bee,",0,English
111,Oh look! A butterfly!,0,English
112,"Baby shark, doo doo doo doo doo doo",0,English
112,"Baby shark, doo doo doo doo doo doo",0,English
112,"Baby shark, doo doo doo doo doo doo",0,English
112,"Baby shark, doo doo doo doo doo doo",0,English
112,Baby shark!,0,English
112,"Mommy shark, doo doo doo doo doo doo",0,English
112,"Mommy shark, doo doo doo doo doo doo",0,English
112,"Mommy shark, doo doo doo doo doo doo",0,English
112,Mommy shark!,0,English
112,"Daddy shark, doo doo doo doo doo doo",0,English
112,"Daddy shark, doo doo doo doo doo doo",0,English
112,"Daddy shark, doo doo doo doo doo doo",0,English
112,Daddy shark!,0,English
112,"Grandma shark, doo doo doo doo doo doo",0,English
112,"Grandma shark, doo doo doo doo doo doo",0,English
112,"Grandma shark, doo doo doo doo doo doo",0,English
112,Grandma shark!,0,English
112,"Grandpa shark, doo doo doo doo doo doo",0,English
112,"Grandpa shark, doo doo doo doo doo doo",0,English
112,"Grandpa shark, doo doo doo doo doo doo",0,English
112,Grandpa shark!,0,English
112,"Let’s all dance, doo doo doo doo doo doo",0,English
112,"Let’s all dance, doo doo doo doo doo doo",0,English
112,"Let’s all dance, doo doo doo doo doo doo",0,English
112,Let’s all dance!,0,English
112,"Let’s all jump, doo doo doo doo doo doo",0,English
112,"Let’s all jump, doo doo doo doo doo doo",0,English
112,"Let’s all jump, doo doo doo doo doo doo",0,English
112,Let’s all jump!,0,English
112,"Let’s have fun, doo doo doo doo doo doo",0,English
112,"Let’s have fun, doo doo doo doo doo doo",0,English
112,"Let’s have fun, doo doo doo doo doo doo",0,English
112,Let’s have fun!,0,English
112,"Let’s all play, doo doo doo doo doo doo",0,English
112,"Let’s all play, doo doo doo doo doo doo",0,English
112,"Let’s all play, doo doo doo doo doo doo",0,English
112,Let’s all play!,0,English
112,"Wave your arms, doo doo doo doo doo doo",0,English
112,"Wave your arms, doo doo doo doo doo doo",0,English
112,"Wave your arms, doo doo doo doo doo doo",0,English
112,Wave your arms!,0,English
112,"It’s the end, doo doo doo doo doo doo",0,English
112,"It’s the end, doo doo doo doo doo doo",0,English
112,"It’s the end, doo doo doo doo doo doo",0,English
112,It’s the end!,0,English
113,"Beans, beans, the magical fruit",0,English
113,"The more you eat, the more you toot,",0,English
113,"The more you toot, the better you feel",0,English
113,So let’s have beans for every meal!,0,English
114,Betty Botter bought a bit of butter,0,English
114,but the bit of butter was bitter,0,English
114,so Betty Botter bought a bit of better butter,0,English
114,to make the bit of bitter butter better.,0,English
115,"Daisy, Daisy give me your answer do.",0,English
115,I’m half crazy all for the love of you.,0,English
115,"It won’t be a stylish marriage,",0,English
115,I can’t afford a carriage.,0,English
115,"But you’ll look sweet,",0,English
115,"Upon the seat,",0,English
115,Of a bicycle made for two.,0,English
115,"Michael, Micheal, here is your answer true.",0,English
115,I’m not crazy all for the love of you.,0,English
115,"There won’t be any marriage,",0,English
115,If you can’t afford a carriage.,0,English
115,"‘Cause I’ll be switched,",0,English
115,"If I get hitched,",0,English
115,On a bicycle built for two!”,0,English
116,"Oh, where have you been,",0,English
116,"Billy Boy, Billy Boy?",0,English
116,"Oh, where have you been,",0,English
116,Charming Billy?,0,English
116,"I have been to seek a wife,",1,English
116,"She’s the joy of my life,",0,English
116,She’s a young thing,0,English
116,And cannot leave her mother.,1,English
116,"Did she ask you to come in,",0,English
116,"Billy Boy, Billy Boy?",0,English
116,"Did she ask you to come in,",0,English
116,Charming Billy?,0,English
116,"Yes, she asked me to come in,",0,English
116,There’s a dimple in her chin.,0,English
116,She’s a young thing,0,English
116,And cannot leave her mother.,1,English
116,"Can she make a cherry pie,",0,English
116,"Billy Boy, Billy Boy?",0,English
116,"Can she make a cherry pie,",1,English
116,Charming Billy?,0,English
116,"She can make a cherry pie,",1,English
116,"Quick as a cat can wink an eye,",0,English
116,She’s a young thing,0,English
116,And cannot leave her mother.,1,English
116,"How old is she,",0,English
116,"Billy Boy, Billy Boy?",0,English
116,"How old is she,",0,English
116,Charming Billy?,0,English
116,"Three times six and four times seven,",0,English
116,"Twenty-eight and eleven,",0,English
116,She’s a young thing,0,English
116,And cannot leave her mother.,1,English
117,"Bye, baby Bunting,",0,English
117,"Daddy’s gone a-hunting,",1,English
117,Gone to get a rabbit skin,0,English
117,To wrap the baby Bunting in,0,English
117,"Bye, baby Bunting,",0,English
117,"Father’s gone a-hunting,",1,English
117,"Mother’s gone a-milking,",1,English
117,"Sister’s gone a-silking,",1,English
117,Brother’s gone to buy a skin,1,English
117,To wrap the baby Bunting in,0,English
118,"Bobby Shafto’s gone to sea,",0,English
118,Silver buckles at his knee;,0,English
118,"He’ll come back and marry me,",1,English
118,Bonny Bobby Shafto!,0,English
118,"Bobby Shafto’s bright and fair,",0,English
118,Panning out his yellow hair;,0,English
118,"He’s my love for evermore,",0,English
118,Bonny Bobby Shafto!,0,English
119,"Boys and girls come out to play,",0,English
119,"The moon doth shine as bright as day,",0,English
119,"Leave your supper,",0,English
119,"and leave your sleep,",0,English
119,And come with your playfellows into the street.,0,English
119,"Come with a whoop, come with a call,",0,English
119,"Come with a good will, or not at all.",0,English
119,"Up the ladder and down the wall,",0,English
119,A halfpenny loaf will serve us all.,0,English
119,"You find milk, and I’ll find flour,",0,English
119,And we’ll have pudding within the hour.,0,English
120,Are you sleeping? Are you sleeping?,0,English
120,"Brother John, Brother John,",0,English
120,Morning bells are ringing! Morning bells are ringing!,0,English
120,"Ding, dang, dong. Ding, dang, dong.",0,English
121,"Bubble gum, bubble gum, in a dish,",0,English
121,How many pieces do you wish?,0,English
121,Five.,0,English
121,"One, two, three, four, five.",0,English
121,And you must go out.,0,English
122,"Christmas is coming, the goose is getting fat",0,English
122,Please to put a penny in the old man’s hat;,0,English
122,"If you haven’t got a penny, a ha’penny will do,",0,English
122,If you haven’t got a ha’penny then God bless you!,0,English
123,"Cobbler, cobbler, mend my shoe.",0,English
123,Get it done by half past two.,0,English
123,Half past two is much too late.,0,English
123,Get it done by half past eight.,0,English
123,Stitch it up and stitch it down.,0,English
123,And I’ll give you half a crown.,0,English
124,Cock a doodle do!,0,English
124,"My dame has lost her shoe,",0,English
124,"My master’s lost his fiddlestick,",0,English
124,And knows not what to do,0,English
124,Cock a doodle do!,0,English
124,What is my dame to do?,0,English
124,"Till master’s found his fiddlingstick,",0,English
124,She’ll dance without her shoe.,0,English
124,Cock a doodle do!,0,English
124,"My dame has found her shoe,",0,English
124,"And master’s found his fiddlingstick,",0,English
124,Sing cock a doodle do!,0,English
124,Cock a doodle do!,0,English
124,"My dame will dance with you,",0,English
124,"While master fiddles his fiddlingstick,",0,English
124,And knows not what to do,0,English
125,Who killed Cock Robin?,0,English
125,"I, said the Sparrow,",0,English
125,"with my bow and arrow,",0,English
125,I killed Cock Robin.,0,English
125,Who saw him die?,0,English
125,"I, said the Fly,",0,English
125,"with my little eye,",0,English
125,I saw him die.,0,English
125,Who caught his blood?,0,English
125,"I, said the Fish,",0,English
125,"with my little dish,",0,English
125,I caught his blood.,0,English
125,Who’ll make the shroud?,0,English
125,"I, said the Beetle,",0,English
125,"with my thread and needle,",0,English
125,I’ll make the shroud.,0,English
125,Who’ll dig his grave?,0,English
125,"I, said the Owl,",0,English
125,"with my little trowel,",0,English
125,I’ll dig his grave.,0,English
125,Who’ll be the parson?,0,English
125,"I, said the Rook,",0,English
125,"with my little book,",0,English
125,I’ll be the parson.,0,English
125,Who’ll be the clerk?,0,English
125,"I, said the Lark,",0,English
125,"if it’s not in the dark,",0,English
125,I’ll be the clerk.,0,English
125,Who’ll carry the link?,0,English
125,"I, said the Linnet,",0,English
125,"I’ll fetch it in a minute,",0,English
125,I’ll carry the link.,0,English
125,Who’ll be chief mourner?,0,English
125,"I, said the Dove,",0,English
125,"I mourn for my love,",0,English
125,I’ll be chief mourner.,0,English
125,Who’ll carry the coffin?,0,English
125,"I, said the Kite,",0,English
